Place type,Room type,Location,Latitude,Longitude,Price/night (SGD),Total Price (SGD),Bedrooms,Beds,Bathrooms,Superhost,Host Reviews,Host Rating,Total Reviews,Rating,Cleanliness Rating,Accuracy Rating,Check-in Rating,Communication Rating,Location Rating,Value Rating,Amenities,Link
Entire home,Flat,Khet Chatuchak,13.79785,100.55392,$98,$587,1,4,1,True,49,5,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Washing machine', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage', 'Ethernet connection', 'TV', 'Record player', 'Sound system', 'Exercise equipment', 'Air conditioning', 'Portable fans', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Cooker', 'Kettle', 'Coffee maker: Nespresso, pour-over coffee', 'Wine glasses', 'Blender', 'Bread maker', 'Launderette nearby', 'Patio or balcony', 'Garden', 'Pool', 'Gym', 'Paid parking on premises', 'Long-term stays allowed', 'Host greets you']",https://www.airbnb.com.sg/rooms/1151976842323620283?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541644_P39jAozZO_eEtV91&previous_page_section_name=1000&federated_search_id=b648f61a-24ab-45da-9951-46f19ce101fc
Entire home,Home,Khet Pom Prap Sattru Phai,13.74141,100.51272,$142,$853,2,3,1,True,1616,4.81,54,4.72,4.8,4.7,4.8,4.9,4.9,4.7,"['Bath', 'Cleaning products', 'Body soap', 'Outdoor shower', 'Hot water', 'Essentials', 'Hangers', 'Bed linen', 'Books and reading material', 'Air conditioning', 'Ceiling fan', 'Portable fans', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Kettle', 'Dining table', 'Launderette nearby', 'Private patio or balcony', 'Outdoor dining area', 'Luggage drop-off allowed', 'Host greets you']",https://www.airbnb.com.sg/rooms/782208607176394033?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541644_P3AuXBTK8ulsbESA&previous_page_section_name=1000&federated_search_id=b648f61a-24ab-45da-9951-46f19ce101fc
Entire home,Flat,Bangkok,13.7548,100.5392,$67,$400,1,0,1,False,731,4.49,154,4.49,4.7,4.6,4.6,4.6,4.4,4.6,"['Hair dryer', 'Shampoo', 'Hot water', 'Paid washer – In building', 'Essentials', 'Hangers', 'TV', 'Air conditioning', 'Smoke alarm', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Fridge', 'Dishes and cutlery', 'Patio or balcony', 'Free parking on premises', 'Lift', 'Long-term stays allowed']",https://www.airbnb.com.sg/rooms/18168586?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541644_P3EJLMP7QBZSAfFA&previous_page_section_name=1000&federated_search_id=b648f61a-24ab-45da-9951-46f19ce101fc
Entire home,Apartment,Khet Khlong Toei,13.7376,100.5531,$111,$714,1,2,1,False,4,5,4,5.0,5.0,5.0,5.0,5.0,4.5,5.0,"['City skyline view', 'Bath', 'Hair dryer', 'Cleaning products', 'Green Plus shampoo', 'Sunsilk conditioner', 'Jentle Care body soap', 'Bidet', 'Hot water', 'Shower gel', 'Paid washer – In building', 'Paid dryer – In building', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Safe', 'Clothes storage: walk-in wardrobe, wardrobe, wardrobe and chest of drawers', 'Ethernet connection', '43-inch HDTV with Amazon Prime Video, Disney+, Netflix, Chromecast, cable/satellite TV, Apple TV, HBO Max, standard cable/satellite', 'Record player', 'Bluetooth sound system', 'Exercise equipment: elliptical, free weights, stationary bike, treadmill, workout bench', 'Arcade games', 'Books and reading material', 'Paid cot – available upon request', 'Travel cot – available upon request', 'Children’s books and toys for ages 2–5 years old', 'Paid standalone high chair – available upon request', 'Baby bath – always at the listing', 'Children’s tableware', 'Window guards', 'Board games', 'AC – split-type ductless system', 'Heating', 'Exterior security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Haier refrigerator', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Teka electric cooker', 'Kettle', 'Coffee maker: Nespresso', 'Wine glasses', 'Toaster', 'Rice cooker', 'Dining table', 'Coffee', 'Private entrance', 'Launderette nearby', 'Outdoor furniture', 'Outdoor dining area', 'Sun loungers', 'Free multistorey car park on premises – 1 space', 'Shared outdoor pool – available all year, open specific hours, lap pool', 'Private hot tub – available all year, open 24 hours', 'Shared sauna', 'Lift', 'Shared gym in building', 'Paid car park off premises', 'Single level home', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Lockbox', 'Housekeeping available every day – available at extra cost']",https://www.airbnb.com.sg/rooms/1190553258802829225?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541644_P3bfz_mmlzBJtpI5&previous_page_section_name=1000&federated_search_id=b648f61a-24ab-45da-9951-46f19ce101fc
Entire home,Home,Khet Phaya Thai,13.77086,100.53925,$291,"$1,801",3,4,2,True,327,4.84,3,5.0,5.0,5.0,4.7,5.0,4.7,5.0,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Clothes storage', 'TV', 'Books and reading material', 'Air conditioning', 'First aid kit', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Kettle', 'Coffee maker', 'Wine glasses', 'Toaster', 'Waste compactor', 'Barbecue utensils', 'Dining table', 'Coffee', 'Garden', 'Outdoor dining area', 'BBQ grill', 'Free parking on premises', 'Pets allowed', 'Smoking allowed', 'Self check-in', 'Lockbox']",https://www.airbnb.com.sg/rooms/1203916943884719847?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541644_P3K3YV2C-6eURLs-&previous_page_section_name=1000&federated_search_id=b648f61a-24ab-45da-9951-46f19ce101fc
Entire home,Townhouse,Khet Bang Rak,13.7337,100.5236,$80,$477,2,3,2,True,154,4.88,152,4.88,4.8,4.9,5.0,5.0,4.8,4.9,"['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Dryer', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'High chair', 'Air conditioning', 'Exterior security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Fridge', 'Dishes and cutlery', 'Private entrance', 'Paid parking off premises', 'Paid parking on premises', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Keypad']",https://www.airbnb.com.sg/rooms/26984400?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541644_P30L97XoVAzDrsyF&previous_page_section_name=1000&federated_search_id=b648f61a-24ab-45da-9951-46f19ce101fc
Entire home,Home,Khet Pom Prap Sattru Phai,13.741662088459071,100.51122343257535,$136,$826,2,2,1,True,77,4.91,12,4.75,4.7,4.8,5.0,4.9,4.8,4.8,"['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washing machine', 'Hangers', 'Bed linen', 'Iron', 'Clothes storage', 'TV', 'Books and reading material', 'Cot', 'Baby bath', 'Air conditioning', 'Heating', 'Noise decibel monitors on property', 'Exterior security cameras on property', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Freezer', 'Cooker', 'Kettle', 'Coffee maker', 'Wine glasses', 'Toaster', 'Rice cooker', 'Dining table', 'Coffee', 'Paid parking on premises', 'Self check-in', 'Lockbox']",https://www.airbnb.com.sg/rooms/1075091519986170720?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541644_P3rJ6E3BMxXsUH1q&previous_page_section_name=1000&federated_search_id=b648f61a-24ab-45da-9951-46f19ce101fc
Entire home,Flat,Pathum Wan,13.74428,100.54894,$91,$562,2,3,2,True,6,5,7,5.0,4.7,4.9,4.9,4.9,5.0,5.0,"['Bath', 'Hair dryer', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Room-darkening blinds', 'Iron', 'Clothes storage', 'TV with standard cable/satellite', 'Air conditioning', 'Exterior security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Mini fridge', 'Cooker', 'Rice cooker', 'Dining table', 'Lift', 'Paid parking on premises', 'Long-term stays allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/1156465246600045928?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541644_P3wkLKSP0kuzdsp9&previous_page_section_name=1000&federated_search_id=b648f61a-24ab-45da-9951-46f19ce101fc
Entire home,Apartment,Khet Sathon,13.7231,100.5385,$176,"$1,086",2,2,2,True,195,4.86,12,4.83,4.8,4.9,4.8,5.0,4.8,4.9,"['City skyline view', 'Bath', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Paid dryer – In building', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage: wardrobe', 'HDTV', 'Exercise equipment', 'Ping pong table', 'Pool table', 'Children’s playroom', 'Outdoor playground', 'AC – split-type ductless system', 'Exterior security cameras on property', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Fast wifi – 86 Mbps', 'Dedicated workspace', 'Kitchen', 'Toshiba refrigerator', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Electric cooker', 'Oven', 'Kettle', 'Wine glasses', 'Waste compactor', 'Dining table', 'Launderette nearby', 'Private patio or balcony', 'Free residential garage on premises – 1 space', 'Shared outdoor pool – available all year', 'Lift', 'Shared gym in building', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff', 'Cleaning available during stay']",https://www.airbnb.com.sg/rooms/1016549907102089581?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541644_P3auWbnK-O4tOHIP&previous_page_section_name=1000&federated_search_id=b648f61a-24ab-45da-9951-46f19ce101fc
Entire home,Hotel,Watthana,,,$41,$245,,,,,,,0,New,,,,,,,,https://www.airbnb.com.sg/rooms/1216416257830368926?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541644_P3TCwxDiMpW-igyJ&previous_page_section_name=1000&federated_search_id=b648f61a-24ab-45da-9951-46f19ce101fc
Entire home,Flat,Watthana,13.73657,100.55862,$160,$990,2,0,2,False,2798,4.69,10,4.6,0,0,0,0,0,0,"['Bath', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Hot water', 'Shower gel', 'Washing machine', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage: wardrobe', 'TV', 'Exercise equipment', 'Air conditioning', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Kettle', 'Dining table', 'Private entrance', 'Patio or balcony', 'Garden', 'Pool', 'Lift', 'Shared gym in building', 'Paid multistorey car park off premises']",https://www.airbnb.com.sg/rooms/1158964697213278180?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541644_P3Lg9Guyg4xCe4EA&previous_page_section_name=1000&federated_search_id=b648f61a-24ab-45da-9951-46f19ce101fc
Entire home,Apartment,Khet Khlong Toei,13.738386362097474,100.55409590891925,$63,$401,1,2,1,False,704,4.71,117,4.64,4.6,4.8,4.9,4.9,4.7,4.6,"['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washing machine', 'Essentials', 'Hangers', 'Iron', 'TV', 'Air conditioning', 'Smoke alarm', 'First aid kit', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Free parking on premises', 'Pool', 'Lift', 'Gym', 'Self check-in', 'Lockbox']",https://www.airbnb.com.sg/rooms/33405369?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541644_P37lRC02F3nUxiW3&previous_page_section_name=1000&federated_search_id=b648f61a-24ab-45da-9951-46f19ce101fc
Entire home,Apartment,Khet Watthana,13.74268,100.55601,$157,$969,2,2,2,False,3452,4.69,32,4.91,4.9,4.9,4.8,4.9,4.8,4.8,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Washing machine', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Safe', 'Clothes storage: wardrobe and chest of drawers', 'Ethernet connection', 'TV', 'Cot', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Other electric cooker', 'Kettle', 'Wine glasses', 'Rice cooker', 'Dining table', 'Bread maker', 'Private patio or balcony', 'Shared back garden', 'Lift', 'Paid multistorey car park on premises', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff', 'Housekeeping available every day – available at extra cost']",https://www.airbnb.com.sg/rooms/628953662975006313?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541644_P3UGjwZGBUCZLHGt&previous_page_section_name=1000&federated_search_id=b648f61a-24ab-45da-9951-46f19ce101fc
Entire home,Apartment,กรุงเทพมหานคร,13.7214,100.5035,$61,$410,1,0,1,True,120,4.85,66,4.83,4.7,4.9,4.9,4.9,4.8,4.8,"['City skyline view', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Washing machine', 'Essentials', 'Hangers', 'Iron', 'Clothes drying rack', 'Clothes storage: wardrobe', 'TV with standard cable/satellite', 'Air conditioning', 'Smoke alarm', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Kettle', 'Dining table', 'Private patio or balcony', 'Pool', 'Lift', 'Gym', 'Paid parking off premises', 'Long-term stays allowed']",https://www.airbnb.com.sg/rooms/6741841?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541644_P3eE6VUed4bBnE_r&previous_page_section_name=1000&federated_search_id=b648f61a-24ab-45da-9951-46f19ce101fc
Entire home,Hotel,Watthana,13.7455,100.5588,$117,$702,1,2,1,True,430,4.74,0,New,0,0,0,0,0,0,"['Bath', 'Hair dryer', 'Shampoo', 'Conditioner', 'Shower gel', 'Hangers', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Safe', 'TV', 'Books and reading material', 'Air conditioning', 'Exterior security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Fridge', 'Kettle', 'Private entrance', 'Luggage drop-off allowed', 'Breakfast', 'Long-term stays allowed', 'Self check-in', 'Building staff', 'Cleaning available during stay']",https://www.airbnb.com.sg/rooms/1209009872633232295?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541644_P3XpdOZz-DTskveV&previous_page_section_name=1000&federated_search_id=b648f61a-24ab-45da-9951-46f19ce101fc
Entire home,Flat,Khet Sathon,13.7175,100.53105,$138,$859,2,3,2,False,3401,4.63,4,4.75,4.8,4.8,4.8,5.0,4.5,5.0,"['Bath', 'Hair dryer', 'Shampoo', 'Conditioner', 'Body soap', 'Washing machine', 'Essentials', 'Hangers', 'Iron', 'Clothes storage', 'TV', 'Air conditioning', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Kettle', 'Rice cooker', 'Dining table', 'Free parking on premises', 'Pool', 'Lift', 'Gym', 'Long-term stays allowed']",https://www.airbnb.com.sg/rooms/1182997670004323355?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541644_P3ZmIdRsFixHrSNx&previous_page_section_name=1000&federated_search_id=b648f61a-24ab-45da-9951-46f19ce101fc
Room,Room,Khet Khlong San,13.7276,100.5063,$110,$677,0,2,1,True,509,4.95,54,4.89,0,0,0,0,0,0,"['Hair dryer', 'Shampoo', 'Bidet', 'Shower gel', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Clothes drying rack', 'Ethernet connection', 'Books and reading material', 'Window guards', 'Air conditioning', 'Lock on bedroom door', 'Noise decibel monitors on property', 'Exterior security cameras on property', 'Wifi', 'Dedicated workspace', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Toaster', 'Dining table', 'Coffee', 'Private entrance', 'Launderette nearby', 'Private patio or balcony', 'Outdoor dining area', 'Free parking on premises', 'Free on-street parking', 'Luggage drop-off allowed', 'Breakfast', 'Host greets you']",https://www.airbnb.com.sg/rooms/28931510?adults=3&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1638579457&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541647_P3oerPnxnum4eGvY&previous_page_section_name=1000&federated_search_id=59e7f6d1-ffbd-4185-b932-f9c560bec0d3
Entire home,Townhouse,payatai,13.7863,100.5551,$127,$839,3,4,1,True,1035,4.9,111,4.92,4.9,4.9,4.9,5.0,4.5,4.8,"['Bath', 'Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washing machine', 'Dryer', 'Essentials', 'Hangers', 'Extra pillows and blankets', 'Iron', 'Ethernet connection', 'TV', 'Air conditioning', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Oven', 'Private entrance', 'Patio or balcony', 'Garden', 'Free parking on premises', 'Free on-street parking', 'Shared pool', 'Private hot tub', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Lockbox']",https://www.airbnb.com.sg/rooms/19653613?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541647_P32iIwM9M5NpYq5I&previous_page_section_name=1000&federated_search_id=59e7f6d1-ffbd-4185-b932-f9c560bec0d3
Entire home,Flat,Khet Khlong San,13.722732610719575,100.5015444100626,$106,$671,2,4,2,True,132,4.87,19,4.79,0,0,0,0,0,0,"['Hair dryer', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Room-darkening blinds', 'Clothes drying rack', 'Clothes storage: wardrobe', 'Air conditioning', 'Wifi', 'Dedicated workspace', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Kettle', 'Kitchenette', 'Dining table', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Lockbox']",https://www.airbnb.com.sg/rooms/1114302034483559343?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541647_P3FG9f27SfHDSVzt&previous_page_section_name=1000&federated_search_id=59e7f6d1-ffbd-4185-b932-f9c560bec0d3
Entire home,T,y home,13.75093,100.49904,$99,$622,1,0,1,True,184,4.79,101,4.79,4.8,4.8,5.0,4.9,4.8,4.8,"['Garden view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linen', 'Clothes storage', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Microwave', 'Mini fridge', 'Kettle', 'Coffee', 'Launderette nearby', 'Outdoor dining area']",https://www.airbnb.com.sg/rooms/769906634761155379?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541647_P3j3hHktaMsC6ILT&previous_page_section_name=1000&federated_search_id=59e7f6d1-ffbd-4185-b932-f9c560bec0d3
Entire home,Apartment,Khet Watthana,13.747040104066835,100.55771235405562,$151,$904,2,2,1,True,5646,4.86,33,4.88,0,0,0,0,0,0,"['City skyline view', 'Bath', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Free dryer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Safe', 'Mosquito net', 'Clothes storage', 'Ethernet connection', '65-inch HDTV with Netflix, standard cable/satellite', 'Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench, rowing', 'Cot – available upon request', 'Standalone high chair – available upon request', 'Children’s tableware', 'AC – split-type ductless system', 'Portable fans', 'Exterior security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Teka electric cooker', 'Kettle', 'Coffee maker', 'Wine glasses', 'Toaster', 'Blender', 'Rice cooker', 'Dining table', 'Coffee', 'Launderette nearby', 'Private patio or balcony', 'Outdoor furniture', 'Outdoor dining area', 'Free parking on premises', 'Shared outdoor pool – open specific hours, rooftop', 'Sauna', 'Lift', 'Shared gym in building', 'Single level home', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff', 'Cleaning available during stay']",https://www.airbnb.com.sg/rooms/709740768164434245?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541647_P3IpXW_pEgsF9QHU&previous_page_section_name=1000&federated_search_id=59e7f6d1-ffbd-4185-b932-f9c560bec0d3
Entire home,Flat,Khet Khlong San,13.72081,100.49946,$50,$321,1,2,2,True,247,4.98,0,New,0,0,0,0,0,0,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Washing machine', 'Paid dryer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage', 'TV', 'Exercise equipment', 'Air conditioning', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Freezer', 'Kettle', 'Dining table', 'Coffee', 'Launderette nearby', 'Private patio or balcony', 'Free parking on premises', 'Lift', 'Gym', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/1201840479031786927?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541647_P3uhJ-nyAinHI76l&previous_page_section_name=1000&federated_search_id=59e7f6d1-ffbd-4185-b932-f9c560bec0d3
Entire home,Home,Phra Nakhon,13.7555,100.4995,$113,$680,1,2,1,True,319,4.86,12,4.92,4.8,4.8,4.9,4.8,4.8,4.8,"['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Essentials', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'Dishes and cutlery', 'Mini fridge', 'Dishwasher', 'Kettle', 'Dining table', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/1086836005515839741?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541647_P30Aw7DR12JWpUWl&previous_page_section_name=1000&federated_search_id=59e7f6d1-ffbd-4185-b932-f9c560bec0d3
Room,Room,Khet Phra Nakhon,13.7485,100.4983,$71,$427,0,2,1,True,716,4.83,23,4.91,5.0,5.0,4.8,5.0,4.8,4.9,"['Canal view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Hot water', 'Shower gel', 'Free washer – In building', 'Free dryer – In building', 'Essentials', 'Hangers', 'Bed linen', 'Clothes storage: wardrobe', 'TV', 'AC – split-type ductless system', 'Ceiling fan', 'Lock on bedroom door', 'Exterior security cameras on property', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Mini fridge', 'Freezer', 'Electrolux induction cooker', 'Kettle', 'Rice cooker', 'Dining table', 'Coffee', 'Private patio or balcony', 'Outdoor furniture', 'Sun loungers', 'Paid multistorey car park off premises', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Keypad']",https://www.airbnb.com.sg/rooms/1012725948047040335?adults=3&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1769364348&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541647_P3FR12pX8uZ3PH2B&previous_page_section_name=1000&federated_search_id=59e7f6d1-ffbd-4185-b932-f9c560bec0d3
Entire home,Flat,Ratchathewi,13.7506,100.5553,$89,$559,2,2,1,False,307,4.51,12,4.67,4.5,4.8,4.9,4.9,4.8,4.8,"['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washing machine', 'Dryer', 'Essentials', 'Hangers', 'Bed linen', 'Ethernet connection', 'TV with standard cable/satellite', 'Air conditioning', 'Indoor fireplace', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Dishwasher', 'Cooker', 'Private entrance', 'Patio or balcony', 'Garden', 'Free on-street parking', 'Shared pool', 'Lift', 'Gym', 'Paid parking off premises']",https://www.airbnb.com.sg/rooms/1108477224371020830?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541647_P36UQyV6kz0QLigB&previous_page_section_name=1000&federated_search_id=59e7f6d1-ffbd-4185-b932-f9c560bec0d3
