Place type,Room type,Location,Latitude,Longitude,Price/night (SGD),Total Price (SGD),Bedrooms,Beds,Bathrooms,Superhost,Host Reviews,Host Rating,Total Reviews,Rating,Cleanliness Rating,Accuracy Rating,Check-in Rating,Communication Rating,Location Rating,Value Rating,Amenities,Link
Entire home,Flat,Khet Ratchathewi,13.751096710915665,100.55637669005893,$55,$372,2,2,1,False,615,4.52,9,4.67,4.6,4.9,4.6,4.3,4.8,4.8,"['Hair dryer', 'Shampoo', 'Hot water', 'Washing machine', 'Essentials', 'Hangers', 'Clothes storage', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Smoke alarm', 'Carbon monoxide alarm', 'Wifi', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Kettle', 'Dining table', 'Lift']",https://www.airbnb.com.sg/rooms/1167862122248323444?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P3AiQg0utkL9M7K_&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Apartment,Watthana,13.744425575960951,100.55106233625203,$56,$356,2,2,1,True,253,4.79,156,4.83,4.7,4.8,5.0,5.0,4.8,4.8,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'Clothes drying rack', 'TV', 'Books and reading material', 'Air conditioning', 'Portable fans', 'Exterior security cameras on property', 'Fast wifi – 118 Mbps', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Mini fridge', 'Freezer', 'Kettle', 'Dining table', 'Coffee', 'Private entrance', 'Private patio or balcony', 'Lift', 'Single level home', 'Luggage drop-off allowed', 'Long-term stays allowed']",https://www.airbnb.com.sg/rooms/39824458?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P3-usjlw_1lTs_Ku&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Flat,Khet Khlong Toei,13.7356,100.557,$116,$721,2,2,1,False,260,4.68,26,4.69,4.8,4.8,4.8,5.0,4.7,4.7,"['Bath', 'Hair dryer', 'Cleaning products', '资生堂 shampoo', 'Shower gel', 'Washing machine', 'Essentials', 'Hangers', 'Bed linen', 'Iron', 'Clothes drying rack', 'Clothes storage: wardrobe', 'TV', 'Exercise equipment', 'Air conditioning', 'Smoke alarm', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Kettle', 'Pool', 'Hot tub', 'Lift', 'Shared gym in building', 'Host greets you']",https://www.airbnb.com.sg/rooms/1029557512254745223?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P3SCtjkdjJdrNrM1&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Apartment,Wattana,13.74634,100.55367,$46,$292,0,2,1,True,196,4.72,85,4.65,4.6,4.7,4.8,4.7,4.7,4.6,"['City skyline view', 'Canal view', 'Hair dryer', 'Shampoo', 'Hot water', 'Washing machine', 'Free dryer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', '40-inch HDTV with cable/satellite TV', 'Portable air conditioning', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Patio or balcony', 'Shared outdoor pool – available all year, open specific hours, infinity', 'Lift', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/38460698?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P3ArwQmGMGHcK5Hq&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Townhouse,Khet Phra Nakhon,13.75755,100.50307,$152,$930,2,2,2,True,578,4.97,77,4.94,4.9,4.9,5.0,5.0,4.9,4.9,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Outdoor shower', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linen', 'Clothes drying rack', 'Clothes storage', 'TV', 'Bluetooth sound system', 'Books and reading material', 'Air conditioning', 'Portable fans', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Kettle', 'Wine glasses', 'Toaster', 'Dining table', 'Private entrance', 'Private patio or balcony', 'Outdoor furniture', 'Bikes', 'Free on-street parking', 'Long-term stays allowed', 'Self check-in', 'Lockbox']",https://www.airbnb.com.sg/rooms/54358703?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P3yYE80Bg_cG767m&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Apartment,Bang Rak,13.72567,100.52754,$70,$444,1,3,1,False,89,4.78,89,4.78,4.7,4.8,4.9,4.8,4.7,4.8,"['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washing machine', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'TV with standard cable/satellite', 'Central air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Private entrance', 'Lift', 'Luggage drop-off allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/39885927?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P3zCvuLhjlw9XgX2&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Loft,Khet Phaya Thai,13.78456,100.54136,$54,$351,1,2,1,False,1229,4.56,32,4.72,0,0,0,0,0,0,"['Hair dryer', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Washing machine', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'TV with standard cable/satellite', 'Air conditioning', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Waste compactor', 'Private entrance', 'Patio or balcony', 'Garden', 'Lift', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Keypad']",https://www.airbnb.com.sg/rooms/24406939?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P3oD2kCh2Lxa6q5K&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Flat,Khet Sathon,13.717232312064036,100.53054227985118,$174,"$1,080",2,3,2,False,3401,4.63,41,4.83,4.5,4.8,4.9,4.9,4.5,4.7,"['City skyline view', 'Bath', 'Hair dryer', 'Shampoo', 'Conditioner', 'Body soap', 'Washing machine', 'Essentials', 'Hangers', 'Iron', 'Clothes storage', 'TV', 'Air conditioning', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Kettle', 'Rice cooker', 'Dining table', 'Free parking on premises', 'Pool', 'Lift', 'Gym', 'Long-term stays allowed']",https://www.airbnb.com.sg/rooms/837489222788288326?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P3uPVO2xQigAQuhl&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Home,Khet Samphanthawong,13.7432,100.505,$173,"$1,068",2,2,1,True,186,4.84,41,4.9,0,0,0,0,0,0,"['Bath', 'Hair dryer', 'Body soap', 'Bidet', 'Washing machine', 'Dryer', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Safe', 'Clothes storage', 'TV', 'Sound system', 'Air conditioning', 'Heating', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Cooker', 'Coffee maker', 'Wine glasses', 'Dining table', 'Free parking on premises', 'Private hot tub', 'Self check-in', 'Smart lock', 'Cleaning available during stay']",https://www.airbnb.com.sg/rooms/1000417319296264116?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P3n347us63IFKTwT&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Flat,Khet Ratchathewi,13.7548,100.5316,$80,$480,1,2,1,True,566,4.92,10,5.0,5.0,5.0,5.0,5.0,5.0,4.9,"['City skyline view', 'Hair dryer', 'MASSWELL organic shampoo', 'MASSWELL organic body soap', 'Bidet', 'Hot water', 'Shower gel', 'Washing machine', 'Free dryer – In building', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage: wardrobe', 'TV', 'Books and reading material', 'Cinema', 'Board games', 'Air conditioning', 'Exterior security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'BEKO refrigerator', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Mini fridge', 'Freezer', 'MEX induction cooker', 'Kettle', 'Dining table', 'Private entrance', 'Launderette nearby', 'Shared patio or balcony', 'Outdoor furniture', 'Outdoor dining area', 'Sun loungers', 'Free parking on premises', 'Hot tub', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Lockbox', 'Housekeeping available from 10:00 am to 5:00 pm, every day – available at extra cost']",https://www.airbnb.com.sg/rooms/1195537977744254800?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P3eRkiDZwsMOP-4C&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Place to stay,Bangkok,13.7224,100.5402,$54,$330,1,2,1,True,37,4.92,10,5.0,4.9,5.0,4.9,5.0,5.0,5.0,"['Hair dryer', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Paid washer – In building', 'Paid dryer – In building', 'Hangers', 'Clothes storage: wardrobe', 'TV', 'Air conditioning', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Kettle', 'Coffee maker: Nespresso', 'Wine glasses', 'Kitchenette', 'Dining table', 'Launderette nearby', 'Outdoor dining area', 'Free parking on premises', 'Private living room', 'Pets allowed', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Keypad']",https://www.airbnb.com.sg/rooms/1106047816595574829?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P3hwWXusX8X4eBe0&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Room,Room,Khet Bang Rak,13.7223,100.5254,$79,$497,2,3,1,True,91,4.98,13,4.92,4.8,4.9,4.9,5.0,5.0,4.9,"['Hair dryer', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Clothes storage', 'TV', 'Air conditioning', 'Lock on bedroom door', 'Wifi', 'Dedicated workspace', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Kettle', 'Dining table', 'Launderette nearby', 'Paid car park off premises', 'Self check-in', 'Smart lock']",https://www.airbnb.com.sg/rooms/1131211637115874966?adults=3&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1890893358&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P3UbaGAbIskE5wsY&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Flat,Khet Pathum Wan,13.742666387708889,100.55054389938873,$91,$562,2,3,2,True,6,5,25,4.68,4.6,4.9,4.8,5.0,4.8,4.8,"['Bath', 'Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washing machine – In building', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage: wardrobe', '48-inch HDTV with standard cable/satellite', 'AC – split-type ductless system', 'Exterior security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Sharp refrigerator', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Electric cooker', 'Kettle', 'Rice cooker', 'Dining table', 'Private patio or balcony', 'Lift', 'Paid car park on premises – 1 space', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/971493583984027093?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P3HOPJMj_O79FWl2&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Flat,Khet Bang Rak,13.7214,100.5169,$127,$773,1,2,1,True,484,4.82,107,4.8,4.8,4.8,4.6,4.8,4.9,4.8,"['City skyline view', 'Bath', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Bidet', 'Outdoor shower', 'Hot water', 'Shower gel', 'Washing machine', 'Dryer', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Safe', 'Clothes storage', 'TV', 'Cinema', 'High chair', 'Children’s tableware', 'Air conditioning', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Cooker', 'Oven', 'Coffee maker', 'Wine glasses', 'Toaster', 'Rice cooker', 'Dining table', 'Coffee', 'Patio or balcony', 'Garden', 'Outdoor furniture', 'Outdoor dining area', 'Sun loungers', 'Hot tub']",https://www.airbnb.com.sg/rooms/885462009404245438?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P334WBhQ4kwKXRWw&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Home,Khet Samphanthawong,13.7431,100.505,$144,$901,2,4,1,True,403,4.92,12,4.75,4.9,4.9,4.8,4.9,4.7,4.8,"['Canal view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage', '55-inch HDTV with Chromecast', 'Books and reading material', 'Cot – available upon request', 'Travel cot – available upon request', 'Children’s books and toys for ages 0–2 years old and 2–5 years old', 'Standalone high chair – available upon request', 'Baby bath – available upon request', 'Children’s tableware', 'AC – split-type ductless system', 'Portable fans', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen', 'Toshiba refrigerator', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Electrolux induction cooker', 'Kettle', 'Coffee maker: Nespresso', 'Wine glasses', 'Toaster', 'Dining table', 'Coffee', 'Private entrance', 'Paid multistorey car park off premises', 'Paid parking on premises', 'Self check-in', 'Smart lock', 'Housekeeping available from 11:00 am to 3:00 pm, every day – available at extra cost']",https://www.airbnb.com.sg/rooms/1151948210749347292?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P3cbvn03nRa6_J5F&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Flat,Khet Ratchathewi,13.756,100.5349,$76,$471,2,3,2,True,711,4.82,211,4.83,0,0,0,0,0,0,"['Bath', 'Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washing machine', 'Dryer', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Clothes drying rack', 'Clothes storage: wardrobe and chest of drawers', 'TV', 'Changing table', 'Window guards', 'Air conditioning', 'Portable fans', 'Exterior security cameras on property', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Cooker', 'Kettle', 'Dining table', 'Private entrance', 'Private patio or balcony', 'Garden', 'Free parking on premises', 'Shared pool', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/27442939?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P3G6Vv7d3nbJKweK&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Flat,Khet Ratchathewi,13.75719,100.53453,$85,$534,2,3,1,False,120,4.75,50,4.88,0,0,0,0,0,0,"['Courtyard view', 'Bath', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Hot water', 'Shower gel', 'Paid washer – In building', 'Paid dryer – In building', 'Essentials', 'Hangers', 'Bed linen', 'Clothes drying rack', 'Clothes storage: wardrobe and chest of drawers', '34-inch HDTV with standard cable/satellite', 'Window guards', 'Window AC unit', 'Portable fans', 'Exterior security cameras on property', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Electric cooker', 'Kettle', 'Toaster', 'Dining table', 'Private patio or balcony', 'Shared back garden – Fully fenced', 'Free driveway parking on premises – 1 space', 'Shared pool – available all year, open specific hours', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/783034570175693485?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P38tvM7d9ypwbj6U&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Apartment,Wattana,13.7437,100.5524,$72,$449,1,2,1,True,830,4.8,126,4.82,4.8,4.8,4.9,4.9,4.6,4.8,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Safe', 'Clothes storage', '32-inch HDTV with Netflix', 'Exercise equipment', 'AC – split-type ductless system', 'Portable fans', 'Smoke alarm', 'First aid kit', 'Fast wifi – 227 Mbps', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Electrolux electric cooker', 'Kettle', 'Wine glasses', 'Toaster', 'Dining table', 'Private entrance', 'Resort access', 'Private patio or balcony', 'Outdoor furniture', 'Free parking on premises', 'Shared outdoor pool – rooftop', 'Lift', 'Shared gym in building', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Host greets you']",https://www.airbnb.com.sg/rooms/45098840?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541616_P3OOnXT6U3qrluKi&previous_page_section_name=1000&federated_search_id=d4b29ae0-8a1d-4ec9-b73a-7ce95f258624
Entire home,Home,Khet Bang Phlat,13.80503,100.51437,$76,$476,2,2,2,True,167,4.86,77,4.81,4.8,4.9,4.8,4.9,4.6,4.8,"['Garden view', 'Hair dryer', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Washing machine', 'Essentials', 'Hangers', 'Room-darkening blinds', 'Iron', 'Clothes storage: wardrobe', 'AC – split-type ductless system', 'Exterior security cameras on property', 'Wifi', 'Fridge', 'Microwave', 'Kettle', 'Dining table', 'Private back garden – Fully fenced', 'Hammock', 'Outdoor dining area', 'Free parking on premises', 'Pets allowed', 'Smoking allowed', 'Self check-in', 'Smart lock']",https://www.airbnb.com.sg/rooms/779281869526396891?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541619_P3I2r7bsGy9mrB2V&previous_page_section_name=1000&federated_search_id=b9db79fd-b1d3-4244-838d-13dd68afa77c
Entire home,Flat,Khet Khlong San,13.721804056768507,100.4992657273045,$61,$390,1,3,1,True,132,4.87,4,5.0,4.8,5.0,5.0,5.0,5.0,5.0,"['Hair dryer', 'Shampoo', 'Conditioner', 'Body soap', 'Shower gel', 'Essentials', 'Hangers', 'Room-darkening blinds', 'Clothes drying rack', 'Clothes storage: wardrobe', 'Air conditioning', 'Exterior security cameras on property', 'Wifi', 'Dedicated workspace', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Mini fridge', 'Kettle', 'Kitchenette', 'Dining table', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Lockbox']",https://www.airbnb.com.sg/rooms/1147036189715314136?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541619_P3s6ygg0ixnI7-AM&previous_page_section_name=1000&federated_search_id=b9db79fd-b1d3-4244-838d-13dd68afa77c
Entire home,Flat,Bangkok,13.79318,100.55499,$81,$582,2,6,2,True,6516,4.77,266,4.84,4.9,4.8,4.8,4.9,4.3,4.8,"['Bath', 'Hair dryer', 'Shampoo', 'Hot water', 'Washing machine', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'TV', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Oven', 'Self check-in', 'Keypad']",https://www.airbnb.com.sg/rooms/15694364?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541619_P3RkSIzaDjHaQOb_&previous_page_section_name=1000&federated_search_id=b9db79fd-b1d3-4244-838d-13dd68afa77c
Entire home,Townhouse,Khet Ratchathewi,13.7545,100.5423,$68,$427,0,2,1,False,2133,4.48,135,4.42,0,0,0,0,0,0,"['Hair dryer', 'Shampoo', 'Hot water', 'Essentials', 'Hangers', 'Bed linen', 'Iron', 'TV', 'Cot', 'Air conditioning', 'Exterior security cameras on property', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Fridge', 'Microwave', 'Cooking basics', 'Mini fridge', 'Kettle', 'Coffee maker', 'Wine glasses', 'Coffee', 'Private patio or balcony', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Keypad']",https://www.airbnb.com.sg/rooms/25474788?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541619_P3cJwQphaTytp1HO&previous_page_section_name=1000&federated_search_id=b9db79fd-b1d3-4244-838d-13dd68afa77c
Entire home,Apartment,Watthana,13.744707565783083,100.55658575872519,$183,"$1,125",2,2,2,False,226,4.58,29,4.55,4.3,4.5,4.6,4.8,4.8,4.4,"['City skyline view', 'Bath', 'Hair dryer', 'Shampoo', 'Conditioner', 'Body soap', 'Washing machine', 'Essentials', 'Hangers', 'Iron', 'Clothes storage', 'TV', 'Air conditioning', 'Smoke alarm', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Induction cooker', 'Kettle', 'Rice cooker', 'Dining table', 'Free parking on premises', 'Pool', 'Lift', 'Gym', 'Long-term stays allowed']",https://www.airbnb.com.sg/rooms/950348148386480908?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541619_P3-ZCU9308wIPwLF&previous_page_section_name=1000&federated_search_id=b9db79fd-b1d3-4244-838d-13dd68afa77c
Entire home,Townhouse,Khet Bang Rak,13.72343,100.52331,$112,$714,2,2,1,False,1465,4.77,121,4.74,4.7,4.8,4.9,4.9,4.7,4.7,"['Hair dryer', 'Shampoo', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Bed linen', 'Room-darkening blinds', 'Iron', 'TV', 'Central air conditioning', 'AC – split-type ductless system', 'Smoke alarm', 'Fire extinguisher', 'Wifi', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Freezer', 'Kettle', 'Wine glasses', 'Toaster', 'Kitchenette', 'Dining table', 'Launderette nearby', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Cleaning available during stay', 'Host greets you']",https://www.airbnb.com.sg/rooms/36716533?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541619_P31R0GosW_u7tgXy&previous_page_section_name=1000&federated_search_id=b9db79fd-b1d3-4244-838d-13dd68afa77c
Entire home,Flat,Bangkok,13.79041,100.5548,$66,$444,0,3,2,True,6516,4.77,210,4.83,4.8,4.9,4.9,4.9,4.4,4.8,"['Hair dryer', 'Shampoo', 'Hot water', 'Washing machine', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'TV', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Electric cooker', 'Oven', 'Patio or balcony', 'Garden', 'Self check-in', 'Keypad']",https://www.airbnb.com.sg/rooms/16459858?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541619_P3BYHGBYjf2Bigno&previous_page_section_name=1000&federated_search_id=b9db79fd-b1d3-4244-838d-13dd68afa77c
Entire home,Flat,Khet Pom Prap Sattru Phai,13.7578,100.5079,$32,$202,1,0,1,False,2781,4.67,215,4.67,4.6,4.8,4.8,4.8,4.6,4.8,"['Hair dryer', 'Shampoo', 'Hot water', 'Washing machine', 'Dryer', 'Essentials', 'Hangers', 'Iron', 'TV with standard cable/satellite', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Free on-street parking', 'Lift', 'Paid parking on premises', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Lockbox']",https://www.airbnb.com.sg/rooms/11405732?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541619_P31skxS8XGgp8vCK&previous_page_section_name=1000&federated_search_id=b9db79fd-b1d3-4244-838d-13dd68afa77c
